condition_id,text,question,options,correct
filler,"As in the United States, Colombian legislation requires travelers entering the country to declare cash in excess of ten thousand dollars.","As you enter Colombia, do you need to declare cash in excess of fifteen thousand dollars?",Yes|No,Yes
filler,"Stress is a risk factor for both depression and anxiety, he says.","Is stress a risk factor for depression, but not anxiety?",Yes|No,No
filler,"When it comes to having a lasting and fulfilling relationship, common wisdom says that feeling close to your romantic partner is paramount.",Does common wisdom emphasize a healthy distance to maintain a lasting relationship? ,Yes|No,No
filler,"Voltaire himself probably won around half a million livres, a large fortune, which he then made even larger.",Was half a million livres considered a significant amount of money?,Yes|No,Yes
filler,"When preparing to check out of their hotel room, some frequent travelers pile up their used bath towels on the bathroom floor.",Do frequent travellers sometimes pile clean bath towels on the bathroom floor before checking out of a hotel?,Yes|No,No
filler,Research showing that a tiny European river bug called the water boatman may be the loudest animal on earth.,What makes water boatman distinctive?,Its size|Its sound,Its sound
filler,"When the new world was first discovered it was found to be, like the old, well stocked with plants and animals.",Was the old world well stocked with plants and animals?,Yes|No,Yes 
filler,Police in Georgia have shut down a lemonade stand run by three girls trying to save up for a trip to a water park.,What was sold at the stand that was shut-down?,Lemonade|Fruit,Lemonade
filler,An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake.,When in the process should we determine whether microbes were introduced?,Late|Early,Early
filler,Lady Gaga's YouTube account was suspended Thursday.,What account was suspended on Thursday?,Lady Gaga's Youtube|Lady Gaga's Instagram,Lady Gaga's Youtube
filler,John Thornton asked little of man or nature.,Did John Thorton expect a lot from other people? ,Yes|No,No
filler,Proper ventilation will make a backdraft less likely.,Would proper ventilation reduce backdraft?,Yes|No,Yes
filler,"For centuries, time was measured by the position of the sun with the use of sundials.",Were sundials used for centuries?,Yes|No,Yes
filler,"The girl's feet were then re-wrapped even tighter than before, causing her footprint to shrink further.",Were the wraps around the girl's feet tighter after they were re-wrapped?,Yes|No,Yes
filler,"The astronauts used a hefty robotic arm to move the bus-size canister, stuffed with nearly three tons of packing foam.",Did the astronauts move the container by themselves?,Yes|No,No
filler,"Very similar, but even more striking, is the evidence from athletic training.",Is athletic training the only source of evidence?,Yes|No,No
filler,"It was a forbidding challenge, and it says much for Winstanley's persuasive abilities, not to mention his self-confidence.",What better describes Winstanley?,Eloquent|Uncertain,Eloquent
filler,"With schools still closed, cars still buried and streets still blocked by the widespread weekend snowstorm, officials are asking people to help out.",What happened to the area?,Blizzard|Drought,Blizzard
filler,"Steam sterilization is limited in the types of medical waste it can treat, but is appropriate for laboratory substances contaminated with infectious organisms.",What is steam sterilization good for?,Any waste|Lab waste,Lab waste
filler,"From coal to cars, Chinese floods tangle supply chains worldwide.",Do the floods have a global economic effect?,Yes|No,Yes
filler,This new film marks 10 years since the death of the superstar.,How long has the artist passed away?,For only a few years|For about a decade,For about a decade
filler,"The museum remained closed throughout the renovation, reopening to visitors in the spring.",When did the museum reopen?,In the spring|In the winter,In the spring
filler,"After hours of heavy rain, the river finally overflowed its banks and flooded nearby fields.",How long did it rain for?,Several days|Several hours,Several hours
filler,The professor encouraged students to ask questions whenever they were confused.,Did the professor encourage students to ask questions?,Yes|No,Yes
filler,"Although the medication relieved her headache, it also made her feel drowsy.",What were the side effects of the medication?,Drowsiness|Upset stomach,Drowsiness
filler,The company delayed the product launch because the final safety tests were not yet complete.,Did the company delay the product launch?,Yes|No,Yes
filler,"Penguins cannot fly, but they are excellent swimmers and spend much of their lives in the water.",Do penguins spend a lot of time in water?,Yes|No,Yes
filler,The hikers reached the summit just before sunset after climbing steadily for six hours.,When did the hikers reach the summit?,Before noon|Before the sunset,Before the sunset
filler,Most modern smartphones include cameras that can record high-definition video.,How many modern smartphones have high quality cameras?,Most of them|Very few of them,Most of them
filler,"Because the bridge was under repair, drivers had to take a longer alternate route.",Why did the drivers have to take an alternate route?,Tree in the road|Bridge under repair,Bridge under repair
filler,Researchers found that regular exercise was associated with improved sleep quality in adults.,What improves sleep quality?,Healthy diet|Regular excercie,Regular excercie
